POWER_DEMAND,temp,feelslike,dew,humidity,precipprob,windgust,windspeed,sealevelpressure,cloudcover,visibility,uvindex,preciptype_rain
3346,17.5,17.5,12.4,74.1,100,8.6,9.4,1015.7,1.7,1.5,6,True
3662,16.7,16.7,10.3,69.3,0,12.2,10.4,1017.3,0.0,1.6,6,False
3766,16.0,16.0,10.2,70.7,0,28.1,15.0,1016.2,0.1,1.8,6,False
3834,16.2,16.2,9.4,67.3,0,28.4,18.4,1015.3,0.0,2.0,6,False
3604,17.1,17.1,9.3,62.6,0,22.7,16.6,1016.0,0.0,2.3,6,False
3939,17.6,17.6,9.1,62.2,0,19.4,14.8,1014.9,0.0,3.0,6,False
3779,17.6,17.6,11.1,69.3,0,17.6,11.2,1015.2,3.8,2.1,6,False
3809,18.0,18.0,10.9,67.0,0,25.6,11.2,1015.6,0.0,2.2,6,False
3794,17.6,17.6,9.0,61.0,0,28.4,13.0,1014.8,8.7,2.6,6,False
3829,17.7,17.7,7.4,55.3,0,41.0,18.4,1016.1,0.0,2.6,6,False
3942,16.6,16.6,7.0,57.3,0,41.8,16.6,1016.0,0.0,2.9,6,False
3860,15.0,15.0,5.6,56.4,0,22.7,13.0,1014.9,0.0,3.2,6,False
4084,15.1,15.1,6.3,58.5,0,20.5,11.2,1014.0,0.3,3.6,6,False
3814,15.2,15.2,7.0,61.7,0,12.2,11.2,1015.7,0.0,2.4,6,False
4057,15.1,15.1,9.6,71.7,0,9.4,11.2,1016.0,4.8,1.8,6,False
3867,14.7,14.6,9.5,74.7,0,9.4,7.6,1014.7,15.9,2.1,6,False
4070,13.7,13.6,9.4,79.0,0,14.8,10.6,1014.0,54.9,0.9,6,False
4256,13.6,13.6,10.0,81.3,0,15.1,9.4,1015.3,15.6,1.0,6,False
4242,12.4,12.2,9.4,84.2,0,14.4,9.4,1015.2,25.0,1.0,6,False
4560,12.6,12.5,8.7,80.5,0,13.7,9.4,1014.3,30.7,1.1,6,False
0,11.8,11.5,8.1,80.9,0,25.9,13.0,1015.9,15.9,1.4,6,False
0,10.0,9.1,8.3,90.1,100,20.5,16.6,1016.7,13.3,1.2,6,True
4691,9.0,8.4,8.3,95.6,0,15.1,9.4,1018.6,28.5,0.5,6,False
4675,10.3,9.7,8.4,88.7,0,29.5,14.2,1018.2,54.4,0.8,5,False
4868,13.2,12.8,7.7,74.1,0,41.0,19.4,1017.5,3.5,1.9,6,False
4686,14.9,14.9,8.1,68.8,0,28.1,11.2,1018.3,43.8,1.8,6,False
4841,15.6,15.6,10.7,75.2,0,22.0,13.0,1018.7,44.5,1.0,6,False
4455,13.9,13.9,11.2,84.9,0,28.8,18.4,1019.7,10.2,1.2,6,False
4588,13.4,13.3,9.6,79.8,0,12.2,9.4,1020.6,24.0,1.7,6,False
4580,12.4,12.4,10.3,87.9,0,7.6,9.4,1021.4,18.1,0.8,6,False
4826,11.2,11.0,8.7,85.6,0,16.2,9.4,1022.2,22.9,0.8,6,False
5040,9.6,9.0,7.9,90.1,0,17.3,11.2,1022.2,12.9,1.0,6,False
5225,9.7,9.4,6.1,83.0,0,14.4,8.7,1023.7,25.0,3.6,6,False
5399,9.1,8.9,6.9,87.7,0,14.8,11.2,1024.2,23.7,0.7,6,False
5091,8.3,7.8,6.4,89.2,0,19.1,11.2,1022.1,35.2,0.8,6,False
5137,9.6,9.0,6.6,85.3,0,25.6,9.4,1019.5,52.2,2.7,6,False
5466,11.0,11.0,9.6,91.8,0,13.3,7.6,1020.2,56.1,0.5,6,False
5385,11.1,10.7,9.0,88.6,0,23.4,11.8,1019.3,49.4,0.6,6,False
5376,11.9,11.6,9.6,87.6,0,24.5,18.4,1014.8,60.8,0.5,5,False
5080,14.4,14.3,12.0,87.0,100,34.9,14.8,1012.2,46.9,1.0,6,True
5050,15.1,15.1,13.4,90.5,0,31.0,13.0,1013.3,51.2,0.8,4,True
4733,13.0,12.9,9.6,82.0,0,24.5,18.4,1016.5,34.2,1.3,6,False
4785,10.5,10.0,1.6,59.6,0,25.9,21.1,1015.5,3.4,2.4,6,False
4878,10.6,10.4,2.6,61.2,0,14.8,13.0,1016.8,4.5,1.6,6,False
5001,11.3,11.0,1.3,55.1,0,17.3,14.8,1017.4,0.0,4.7,6,False
5079,11.0,11.0,2.4,60.1,0,11.9,11.2,1019.3,5.7,1.9,6,False
0,14.3,14.3,4.2,54.4,0,15.8,7.6,1019.0,52.4,1.5,6,False
4863,16.2,16.2,8.3,62.1,0,37.4,13.0,1017.3,52.8,2.3,6,False
4482,15.1,15.1,11.3,80.0,0,15.8,7.6,1016.8,6.0,1.5,6,False
4541,15.6,15.6,9.7,72.4,0,11.2,9.4,1016.0,21.9,1.2,6,False
4396,16.6,16.6,9.0,68.2,0,13.7,11.2,1015.3,20.2,1.5,6,False
4380,17.1,17.1,13.8,81.5,0,38.5,16.6,1014.1,70.3,1.6,6,True
4475,15.5,15.5,14.2,91.8,0,40.0,11.2,1015.9,61.5,1.2,6,True
3943,14.2,14.2,13.2,94.1,0,30.2,14.8,1018.5,51.8,1.0,6,False
4646,12.9,12.7,6.0,65.8,0,30.2,16.6,1018.3,8.1,1.5,7,False
4358,13.5,12.9,6.9,68.6,0,29.5,13.0,1015.2,0.0,1.7,7,False
4433,13.0,13.0,11.6,91.8,100,25.6,14.8,1014.9,73.5,1.3,4,True
4570,14.5,14.5,13.4,93.5,100,46.4,27.7,1018.2,73.4,1.8,5,True
4611,14.7,14.7,13.6,92.9,0,38.5,19.7,1018.9,59.6,1.0,7,False
4557,14.2,14.0,10.8,82.0,0,42.8,18.4,1017.8,39.0,1.5,7,False
4406,15.8,15.7,9.0,68.0,0,40.0,18.4,1016.5,0.0,2.3,7,False
4584,16.2,16.2,9.6,68.8,0,25.2,14.8,1016.4,2.3,2.5,7,False
4107,17.2,17.2,9.9,65.8,0,27.4,18.4,1014.0,0.0,2.3,7,False
4197,17.5,17.5,10.2,67.1,0,24.8,14.8,1012.7,0.0,2.4,7,False
4037,19.7,19.6,12.0,65.2,0,15.8,9.6,1011.8,14.7,2.8,7,False
4064,18.4,18.4,11.8,70.0,0,33.5,17.3,1011.7,1.3,2.3,7,False
4078,16.9,16.9,8.3,60.1,0,23.8,17.3,1014.1,12.2,2.8,7,False
3967,19.3,19.2,10.0,60.8,0,29.5,11.2,1012.6,4.7,2.6,7,False
4021,21.2,21.0,12.2,61.0,0,33.8,9.6,1011.3,7.0,3.0,7,False
3836,20.1,20.1,15.0,74.9,0,35.3,17.3,1013.6,2.4,2.0,7,False
3794,17.3,17.3,5.4,49.7,0,43.2,23.8,1017.9,0.0,2.6,7,False
3883,15.5,15.1,1.5,41.8,0,53.6,29.7,1016.1,0.2,3.3,7,False
4001,17.2,17.2,3.3,43.2,0,51.5,18.4,1015.9,5.9,3.4,7,False
4053,18.6,18.5,7.8,52.7,0,45.4,16.6,1013.4,0.2,2.9,7,False
3811,19.8,19.8,13.2,67.8,0,15.5,7.6,1014.9,10.6,2.0,7,False
3998,21.1,21.1,15.2,72.5,0,15.1,10.1,1016.0,45.7,1.5,7,False
3921,21.0,20.9,14.5,70.9,0,13.3,11.2,1015.4,22.5,1.6,8,False
3600,21.7,21.6,14.8,69.3,0,9.4,9.0,1014.3,21.5,2.0,7,False
3660,23.3,23.1,14.1,63.3,0,24.8,13.0,1011.3,33.9,2.5,7,False
0,22.8,22.8,15.8,67.4,0,31.3,13.0,1010.7,10.2,2.6,8,False
3855,21.3,21.3,14.9,71.5,0,31.3,10.1,1012.8,33.6,3.2,7,False
3663,21.0,20.8,11.6,60.9,0,35.3,16.6,1013.0,4.3,2.6,8,False
3932,20.7,20.5,10.8,58.3,0,27.7,13.7,1014.8,30.6,2.8,7,False
3541,21.7,21.5,12.7,61.2,0,24.5,9.4,1016.6,0.0,2.7,8,False
3512,23.3,23.0,12.8,56.3,0,16.2,9.4,1017.9,10.5,2.8,8,False
3710,23.5,23.2,13.3,57.0,0,21.6,11.2,1017.6,4.2,2.7,8,False
3684,22.8,22.5,12.0,55.1,0,37.1,18.4,1017.7,21.9,2.5,8,False
3707,23.3,23.1,10.6,46.8,100,37.1,14.8,1019.0,55.3,3.6,8,True
3694,23.5,23.2,13.4,56.6,0,23.4,13.0,1019.1,10.0,2.6,8,False
3797,23.6,23.3,13.9,59.3,0,32.8,14.2,1019.5,9.4,2.7,8,False
3562,22.3,22.3,13.0,57.3,0,33.5,17.4,1019.8,48.8,2.5,8,False
3450,23.5,23.2,13.1,55.0,0,31.7,15.1,1018.5,20.5,3.2,8,False
3610,23.1,22.9,12.9,57.2,0,29.2,18.4,1016.2,3.9,2.9,8,False
3619,23.5,23.1,11.1,50.3,0,17.6,14.2,1015.8,26.5,3.2,8,False
2444,23.4,23.2,12.2,51.6,0,11.9,13.0,1016.9,42.8,2.7,7,False
3187,23.9,23.7,12.5,51.0,0,14.4,13.0,1017.0,48.2,3.2,8,False
3578,23.7,23.6,14.8,60.7,0,20.9,14.8,1015.9,10.6,2.9,8,False
3387,24.5,24.0,12.2,53.1,0,16.6,13.0,1015.6,3.0,3.1,8,False
3363,25.3,24.7,11.5,46.2,0,18.0,11.2,1014.9,9.5,2.9,8,False
3623,25.7,25.3,13.5,50.6,0,29.9,13.0,1013.5,37.1,3.0,8,False
3744,25.8,25.5,14.9,54.9,0,21.6,14.8,1010.7,14.4,3.0,8,False
3725,26.2,25.6,13.3,49.9,0,17.3,8.8,1009.6,30.0,3.2,8,False
3752,26.3,25.8,12.1,44.6,0,29.9,14.8,1010.4,74.6,2.7,7,False
3884,24.2,24.1,12.6,49.3,0,37.8,11.2,1012.0,73.2,2.8,7,False
3509,20.7,20.7,17.0,80.7,100,36.4,19.0,1011.4,90.1,2.3,8,True
3424,20.8,20.8,17.8,84.0,100,19.1,15.9,1009.3,75.1,2.2,8,True
3633,20.0,20.0,16.4,81.4,100,44.6,25.9,1008.1,89.0,2.6,8,True
3559,19.9,19.9,16.3,81.5,0,17.3,7.6,1009.3,58.1,2.6,8,False
3845,21.2,21.2,15.6,74.5,0,21.6,14.8,1010.8,49.7,2.2,9,False
3631,23.4,23.2,14.5,61.3,0,21.6,12.7,1009.4,27.8,3.1,9,False
3802,22.2,22.2,16.3,71.5,100,22.0,18.4,1009.1,73.4,2.5,9,True
3480,22.8,22.8,16.5,70.7,0,29.9,16.6,1011.8,55.3,3.1,9,False
3335,24.2,23.9,12.3,51.4,0,22.0,14.8,1011.6,13.3,3.4,9,False
3566,23.0,22.9,13.8,58.9,0,20.5,17.2,1010.8,0.0,3.2,9,False
3642,24.1,23.8,12.8,52.6,0,20.2,18.5,1010.4,24.6,3.1,9,False
3648,24.9,24.5,13.6,53.3,100,38.9,20.5,1010.8,53.2,2.8,8,True
3518,23.5,23.4,15.3,63.6,100,46.4,26.8,1009.3,76.1,2.5,9,True
3699,20.7,20.7,17.1,81.2,100,33.5,10.7,1008.9,89.1,2.6,9,True
3411,21.0,21.1,16.8,79.7,100,23.0,13.0,1009.7,55.1,2.6,9,True
3360,23.3,23.3,16.3,68.0,0,31.7,18.4,1008.6,31.0,2.8,9,False
3588,24.7,24.7,15.7,59.8,0,46.4,14.8,1007.2,18.1,2.8,9,False
3550,24.5,24.2,14.6,57.9,100,28.1,18.8,1009.7,34.1,3.5,9,True
3666,25.0,24.5,11.3,47.2,0,24.5,14.8,1010.3,2.3,3.1,9,False
3632,25.8,25.1,8.8,37.6,0,31.7,14.8,1012.5,32.5,3.6,9,False
3766,26.1,25.3,7.0,34.6,0,42.8,16.6,1014.2,0.0,3.5,10,False
3544,26.4,25.6,5.9,30.3,0,27.0,14.8,1014.6,2.5,3.3,10,False
3409,27.3,26.3,6.4,31.5,0,19.4,14.8,1014.6,0.0,3.1,10,False
3812,27.1,26.1,6.5,31.0,0,33.5,14.8,1012.7,22.6,3.1,9,False
3908,28.5,27.4,8.0,31.0,0,35.3,16.6,1011.9,18.2,3.2,9,False
4126,29.6,28.6,10.0,32.1,0,42.8,18.4,1011.4,56.1,3.4,9,False
4276,30.4,29.1,8.3,29.3,0,28.8,14.8,1009.5,28.4,4.9,9,False
4305,30.9,29.5,6.9,26.3,0,23.0,16.6,1008.8,27.7,3.2,9,False
4291,32.3,30.8,7.4,24.7,0,18.0,10.6,1008.1,6.2,3.4,10,False
4371,32.9,31.6,9.4,26.4,0,37.1,14.8,1007.0,44.2,4.7,9,False
5059,32.3,31.2,10.9,30.0,0,25.6,13.2,1007.2,22.9,3.3,9,False
5324,32.9,32.1,12.5,31.6,0,29.9,14.9,1008.3,27.2,3.7,9,False
5232,31.4,30.9,13.5,35.1,0,46.4,18.4,1006.0,55.5,3.1,9,False
5028,29.2,28.8,13.6,40.0,100,55.4,27.7,1003.2,61.6,3.3,9,True
4680,29.2,28.3,10.7,35.1,0,37.4,17.3,1004.2,56.6,3.4,9,False
4310,29.5,28.3,8.2,29.1,0,43.9,18.4,1005.4,31.9,3.6,10,False
3934,27.1,26.4,6.6,28.2,0,46.4,18.4,1007.5,78.5,3.7,10,False
4082,26.9,26.3,9.6,35.0,0,33.5,16.6,1010.5,49.6,2.9,9,False
4174,27.6,26.9,10.3,36.3,0,32.8,16.6,1011.8,21.9,3.3,10,False
4445,29.1,28.3,11.2,35.5,0,27.0,9.4,1008.5,30.3,3.1,9,False
4626,29.9,29.0,10.4,33.6,0,46.4,14.8,1007.9,48.1,3.0,9,True
4395,28.3,27.9,12.8,40.3,0,27.4,19.8,1009.0,67.6,5.4,7,True
4048,27.9,27.9,14.1,43.4,0,27.7,15.2,1008.3,83.7,2.6,8,True
3791,26.0,26.0,16.0,55.6,100,21.6,14.8,1007.3,91.2,6.0,7,True
3607,21.7,21.7,19.9,89.7,100,28.8,14.8,1007.9,86.4,2.5,5,True
3682,23.4,23.6,20.0,82.1,100,28.8,15.5,1009.3,74.9,3.3,9,True
3944,22.8,23.1,20.0,85.4,100,46.4,18.4,1010.4,71.8,2.3,9,True
3670,24.6,24.7,18.2,71.2,0,16.2,9.4,1010.2,27.6,2.2,9,False
3940,27.9,28.2,17.6,56.9,0,19.8,11.2,1008.2,29.3,3.0,9,False
3826,28.6,28.4,16.0,49.4,0,46.4,27.7,1006.5,22.5,2.9,9,False
3816,29.4,29.4,15.7,46.3,100,55.4,15.3,1005.4,44.3,3.0,9,True
4460,29.2,29.2,17.3,53.0,0,32.4,20.5,1004.7,47.7,3.2,10,False
4518,30.3,29.2,10.5,35.8,0,30.6,14.8,1007.0,9.1,2.8,10,False
4595,30.5,29.1,6.7,24.8,0,37.4,14.8,1006.7,0.0,3.2,10,False
4808,31.1,30.0,9.0,29.0,0,21.2,12.6,1007.2,1.3,3.9,10,False
5145,32.8,31.5,9.0,27.9,0,26.3,13.0,1005.8,2.0,3.5,10,False
5197,33.5,32.9,12.8,31.6,0,31.7,14.8,1005.1,13.5,3.2,10,False
5188,33.6,33.1,13.2,30.8,0,41.0,14.8,1002.3,41.7,2.7,10,False
5661,33.9,32.9,11.4,27.6,0,35.3,21.3,1002.0,36.0,3.6,10,False
5691,33.4,32.8,12.9,30.4,0,50.0,22.9,1004.1,49.2,2.5,8,False
5867,33.3,33.0,14.2,33.3,0,42.5,14.8,1005.3,61.1,2.9,10,False
5593,29.8,30.4,17.8,50.9,100,51.8,33.5,1009.6,42.2,3.4,10,True
5458,32.1,31.6,14.8,39.2,0,35.3,19.6,1006.8,7.9,4.2,10,False
5391,33.5,33.0,13.4,32.9,0,36.0,14.8,1004.5,1.3,3.7,10,False
5948,35.7,34.9,12.0,27.5,0,33.5,14.8,1004.4,7.0,3.8,10,False
6427,37.4,37.0,12.4,24.6,0,47.2,25.2,1004.2,16.1,5.2,10,False
6785,36.9,36.6,13.0,25.0,0,46.4,28.4,1004.8,47.2,3.4,10,True
6142,30.0,30.4,16.9,46.3,0,41.4,18.4,1006.1,80.7,3.3,9,False
5569,28.9,29.2,17.2,52.1,100,66.6,30.6,1005.3,62.8,4.3,9,True
4991,28.2,28.3,16.8,52.6,0,33.5,14.8,1006.4,55.3,3.9,9,False
5051,27.4,28.2,19.4,65.0,100,59.4,20.5,1006.2,44.6,5.1,9,True
4780,30.1,32.4,20.8,59.1,0,29.5,12.6,1006.8,50.1,4.7,9,False
4782,27.2,28.3,20.5,68.5,100,39.6,15.7,1008.9,62.1,4.2,9,True
4871,27.1,27.8,20.0,68.7,100,64.8,59.4,1008.6,57.2,3.0,9,True
4462,25.2,26.0,21.5,81.3,100,29.5,26.9,1007.8,71.2,2.6,9,True
4298,26.0,26.7,20.4,73.3,100,37.1,18.4,1007.5,48.5,2.8,9,True
4567,28.5,28.9,17.6,53.9,0,23.8,11.2,1006.3,41.5,4.0,10,False
4618,30.4,31.1,17.8,49.0,0,16.6,12.9,1006.1,8.0,3.6,10,False
4805,29.4,31.7,20.7,60.3,100,29.9,13.2,1005.7,65.8,2.6,9,True
5493,31.7,33.3,19.7,52.6,0,33.8,18.4,1004.2,27.8,3.2,10,False
5511,31.5,32.3,18.1,48.1,100,37.1,14.8,1004.0,46.4,3.3,10,True
5664,32.4,32.5,15.6,39.3,0,27.0,13.7,1003.8,13.9,3.5,10,False
5971,33.8,33.9,15.2,35.1,0,37.1,18.4,1003.1,8.0,3.4,10,False
6387,33.8,35.3,18.1,40.9,0,35.3,19.7,1000.3,38.8,3.7,10,False
6285,34.4,36.2,18.3,39.5,0,40.7,16.6,998.8,45.9,3.5,10,False
6101,32.8,34.8,19.7,48.5,100,37.1,20.5,999.7,32.8,3.4,9,True
6782,34.9,38.4,20.7,45.1,0,37.1,22.2,998.6,22.0,3.1,9,False
7043,36.5,39.6,19.7,39.7,0,53.6,32.7,998.5,7.0,2.9,10,False
7089,35.4,38.4,19.6,40.4,0,51.8,26.0,999.5,37.2,3.4,9,False
6799,33.6,36.0,19.6,44.6,0,46.4,21.8,1001.0,50.7,4.3,9,False
6587,32.0,36.1,21.6,56.2,100,37.1,22.9,1000.9,61.1,3.3,9,True
6531,32.5,38.1,23.7,62.0,100,21.6,13.0,1001.0,73.1,3.2,9,True
6308,31.5,37.5,24.3,66.2,100,33.5,15.7,1000.9,83.3,2.9,8,True
6255,28.6,33.0,24.9,81.0,100,37.1,16.6,999.9,90.0,3.2,7,True
6304,31.6,38.0,24.6,67.8,100,34.6,14.8,999.7,67.9,3.3,9,True
6382,31.0,37.4,25.0,71.7,100,37.1,14.8,1000.9,67.0,3.3,9,True
6880,32.4,40.3,25.5,68.1,100,21.2,14.2,1000.9,73.0,3.0,7,True
6933,32.8,41.9,26.3,69.8,100,24.8,14.8,1000.6,76.6,2.9,9,True
6829,32.2,40.6,25.7,69.2,0,33.5,14.8,1000.0,80.8,2.7,9,True
6283,26.4,28.9,25.3,93.6,100,40.7,20.7,1002.1,89.1,2.6,7,True
5460,28.8,34.7,26.1,86.1,100,15.5,13.0,1002.2,81.7,2.4,9,True
5755,29.5,37.1,26.9,86.9,100,22.0,14.8,1001.1,77.6,2.4,9,True
5980,29.6,37.1,26.6,85.0,100,21.2,18.4,1002.1,66.7,2.7,9,True
5651,28.8,35.2,26.4,87.6,100,33.5,15.3,1001.5,80.7,3.1,8,True
5770,28.2,34.2,26.5,90.7,100,35.3,14.8,999.9,82.0,2.9,8,True
5634,29.5,36.1,26.2,83.4,0,32.0,11.2,1000.6,73.5,2.9,9,False
6170,30.8,37.4,25.6,75.7,0,20.9,9.4,1001.2,54.8,3.6,9,False
6953,32.8,41.7,26.1,69.9,0,29.2,10.6,1000.6,44.8,3.4,9,False
6696,31.2,40.7,27.0,78.9,100,46.4,26.3,999.3,75.2,3.1,9,True
6540,29.9,38.3,27.1,86.0,100,46.4,27.7,999.4,82.4,2.5,8,True
5989,28.3,34.9,26.8,91.9,100,33.5,14.8,1001.3,87.4,2.8,9,True
6099,29.7,37.4,26.7,84.6,0,28.8,16.6,1002.0,81.7,3.0,8,True
5790,27.2,31.7,26.7,97.1,100,43.6,14.8,1001.9,98.5,1.9,6,True
4838,26.9,30.1,26.6,98.1,100,42.8,11.2,1001.2,93.5,2.0,7,True
