POWER_DEMAND,temp,feelslike,dew,humidity,precipprob,windgust,windspeed,sealevelpressure,cloudcover,visibility,uvindex,preciptype_rain
5322,27.4,31.9,26.8,96.7,100,31.3,13.0,1001.4,87.9,2.2,9,True
5260,28.4,33.7,26.5,89.8,100,20.9,9.4,1001.6,87.4,2.8,8,True
5607,29.3,37.3,27.1,88.1,100,21.6,11.2,1001.0,79.2,2.6,7,True
6055,29.7,38.6,27.4,88.1,100,22.7,16.6,1001.1,73.6,2.5,9,True
5862,29.5,38.3,27.4,88.9,100,24.1,14.8,1002.2,82.8,2.5,9,True
5714,29.5,37.3,27.0,87.0,100,40.7,13.0,1001.8,75.8,2.9,8,True
0,29.0,36.1,26.9,89.1,100,12.2,13.0,1001.8,87.5,3.1,9,True
6165,30.5,40.6,27.8,86.2,0,11.9,11.2,1000.9,85.5,3.0,8,True
5879,29.4,38.8,27.9,92.2,100,25.2,13.0,1000.7,90.1,2.6,7,True
6466,30.9,40.4,27.3,82.6,0,29.5,14.8,1000.5,78.4,3.5,9,False
7018,32.8,42.2,26.4,70.8,0,19.1,9.4,1000.5,71.2,3.7,9,False
7344,33.2,44.3,27.2,71.7,0,19.4,14.8,1002.0,62.4,3.3,9,False
6924,32.1,43.1,27.5,77.2,0,37.4,18.4,1004.2,61.2,3.4,9,False
0,32.1,41.3,26.4,72.4,100,36.4,20.5,1004.4,52.5,3.7,8,True
7101,32.5,41.6,26.3,70.6,0,27.4,18.4,1001.9,65.1,3.9,8,False
7220,31.3,41.7,27.5,80.9,0,22.7,14.8,1002.3,76.1,3.2,8,True
6671,27.7,32.5,26.3,92.1,100,25.6,14.8,1004.2,80.0,2.7,6,True
6180,29.6,37.1,26.6,84.6,100,16.2,11.2,1003.1,81.4,3.0,9,True
6073,28.7,34.5,26.3,87.6,100,21.2,14.8,1001.2,90.9,2.9,8,True
5263,27.9,32.6,26.5,92.3,100,17.6,11.2,1000.5,86.7,2.9,8,True
5978,29.7,35.7,26.2,82.9,0,12.6,13.0,999.6,69.6,3.3,9,False
6527,31.1,39.8,26.6,78.3,0,19.1,14.8,999.1,57.5,3.2,9,False
6736,31.4,39.3,26.1,74.7,0,29.5,16.6,998.3,56.4,3.8,9,False
7005,30.7,39.2,26.5,78.9,100,37.1,18.4,999.0,71.2,3.5,9,True
6835,30.6,39.0,26.8,81.3,100,37.1,18.4,999.0,76.1,3.3,9,True
6405,29.3,36.7,26.7,86.7,100,16.9,16.6,1001.3,89.8,2.9,5,True
6125,29.5,37.4,27.2,88.3,100,16.6,14.8,1002.7,91.8,2.7,9,True
6169,31.4,39.4,25.9,73.4,0,34.9,22.3,1000.2,67.6,3.6,6,False
6269,30.3,35.8,24.3,70.7,0,39.2,17.8,997.9,63.1,3.6,9,False
6309,31.0,36.5,24.1,67.9,0,37.1,19.8,998.7,56.9,6.8,8,False
6277,31.4,37.1,24.1,66.1,0,33.8,22.1,1002.5,70.8,7.1,8,False
6548,30.8,37.1,24.8,71.0,100,24.8,16.6,1004.4,67.9,3.6,8,True
6588,31.3,37.0,24.1,66.4,0,20.9,15.2,1004.5,67.0,3.6,9,False
6374,31.6,36.3,23.1,61.4,0,33.1,18.4,1002.3,49.2,3.8,9,False
6069,30.9,35.9,23.6,65.7,0,38.5,16.4,1000.3,67.4,3.4,6,True
6139,30.7,36.7,24.5,70.0,0,23.8,13.0,1003.9,64.3,3.3,8,True
6023,30.1,37.8,26.2,80.5,100,20.9,13.0,1004.6,73.8,3.1,9,True
6780,31.9,40.3,26.1,72.2,100,22.0,16.6,1004.1,53.9,3.1,9,True
6912,32.2,38.5,24.3,63.8,0,31.7,15.2,1003.7,50.3,3.8,9,False
7114,32.6,39.7,24.7,64.0,0,29.5,16.6,1003.5,56.3,3.5,9,False
6902,30.6,39.1,26.9,82.1,100,19.1,13.0,1003.7,71.7,3.7,9,True
6745,31.9,41.1,26.6,75.2,0,19.8,14.8,1004.3,51.6,3.5,9,False
7186,32.6,42.7,27.0,74.0,0,25.6,10.1,1003.0,49.7,3.6,9,False
7315,31.1,41.2,27.3,80.9,0,37.1,18.4,1001.1,74.7,3.2,6,False
6331,27.6,32.9,26.3,92.4,100,45.4,14.8,1000.5,92.8,2.7,1,True
5875,29.1,33.5,24.3,75.8,0,21.6,14.8,999.9,74.1,3.5,7,False
6185,30.4,35.2,23.7,68.1,0,28.4,14.8,1000.0,47.5,3.6,9,False
5926,30.8,35.0,22.9,63.6,0,27.7,17.8,1001.8,51.7,3.5,7,False
5855,30.9,34.2,21.7,58.5,0,40.7,17.8,1001.6,57.5,3.4,9,True
6426,30.7,34.9,22.6,62.5,0,39.6,24.0,1001.8,40.9,3.4,9,False
6427,31.5,36.2,23.0,61.5,0,30.6,17.3,1003.8,48.6,3.8,9,False
0,31.6,36.7,23.4,62.8,0,29.5,16.6,1005.7,39.6,3.7,9,False
6523,31.9,36.8,23.3,61.7,0,29.5,15.2,1006.4,37.1,3.7,9,False
6681,32.4,37.3,23.2,60.6,0,29.5,18.4,1006.2,17.7,3.7,9,False
6575,33.3,35.5,19.4,46.1,0,31.7,19.4,1004.0,5.9,12.3,9,False
6533,31.9,34.7,20.8,54.4,0,37.1,16.6,1003.7,5.2,6.5,9,False
6642,31.6,34.9,21.7,58.2,0,26.3,16.6,1003.4,1.7,3.8,9,False
6953,32.0,37.0,23.2,61.0,0,14.4,12.2,1004.1,30.0,4.4,9,False
6716,31.6,35.4,22.1,59.1,0,26.3,9.4,1005.1,76.5,4.2,9,True
6371,30.8,35.4,23.3,65.3,100,33.5,14.8,1004.6,76.9,3.2,9,True
5963,30.4,34.4,23.1,66.4,0,19.1,18.4,1004.6,73.9,3.5,8,False
5920,27.2,30.1,24.8,87.2,100,30.2,23.0,1004.2,89.6,3.3,5,True
4526,25.6,26.8,25.1,96.6,100,38.5,14.8,1002.1,97.4,2.8,2,True
5233,27.7,31.3,25.0,85.8,100,40.0,11.2,1002.5,78.3,2.6,7,True
5654,29.1,33.6,24.9,79.4,0,18.0,9.4,1002.9,58.2,3.2,8,False
6206,30.8,38.2,25.9,76.3,0,19.4,11.2,1003.2,43.3,3.1,8,False
6729,31.9,40.6,26.3,73.7,0,16.6,11.2,1004.2,42.3,3.2,8,False
6404,29.4,36.1,26.0,82.1,100,37.1,18.4,1005.4,57.4,3.1,7,True
5943,28.1,33.4,26.4,91.0,100,34.6,18.4,1004.6,79.5,2.7,8,True
5162,28.3,33.1,25.9,87.8,100,39.6,18.4,1002.7,77.9,3.0,8,True
5495,28.8,32.7,24.3,77.3,0,37.1,18.4,1003.8,65.8,3.7,8,False
6009,30.6,36.2,24.5,71.2,0,21.6,13.0,1006.3,51.5,3.9,8,False
6320,31.8,36.9,23.4,62.2,0,13.7,7.9,1006.4,51.1,8.0,8,False
6543,31.0,37.2,24.8,71.0,100,29.5,14.8,1005.7,55.4,3.2,8,True
6475,30.9,37.0,24.8,71.7,0,18.0,9.4,1006.0,55.2,3.1,8,False
6338,28.4,33.4,25.4,84.4,100,50.0,31.7,1007.0,53.9,2.5,8,True
5383,28.4,31.2,23.8,77.9,0,33.5,63.4,1006.6,50.6,2.9,8,False
5645,29.4,32.5,23.4,72.3,0,15.8,9.4,1006.8,41.6,3.0,8,False
5736,30.1,34.0,23.4,68.9,0,14.8,11.2,1007.9,32.7,2.9,8,False
5640,29.6,32.1,21.8,65.1,0,15.5,13.0,1008.0,0.0,3.2,8,False
5313,28.7,29.3,19.6,62.1,0,15.5,14.5,1007.6,2.8,4.3,8,False
5413,28.9,30.1,20.3,62.3,0,12.6,11.2,1007.3,0.4,2.9,8,False
5163,29.5,30.9,20.5,61.9,0,23.0,14.8,1007.1,2.6,3.0,8,False
5068,28.9,29.4,19.1,59.8,0,33.5,14.8,1006.6,13.6,2.6,8,False
4600,27.7,27.5,15.8,52.7,0,23.0,14.8,1007.6,2.6,3.1,8,False
4755,27.2,26.9,14.5,48.9,0,32.0,16.6,1008.2,0.0,3.0,8,False
4869,27.7,27.9,16.9,54.2,0,28.4,16.6,1008.4,0.0,3.2,8,False
4843,27.6,27.7,16.4,53.7,0,23.4,14.8,1007.8,0.0,3.1,8,False
4925,28.0,28.2,16.6,52.3,0,20.2,13.0,1006.7,0.0,3.4,8,False
4861,29.0,30.4,19.4,58.0,0,15.8,14.8,1008.0,0.0,3.4,8,False
5277,30.2,32.6,21.1,60.1,0,18.4,14.8,1008.5,2.3,3.6,8,False
5500,30.4,32.6,20.8,58.8,0,23.4,14.8,1009.1,15.6,3.6,8,False
5487,29.8,31.0,18.8,52.7,0,21.6,13.0,1010.1,11.4,3.6,8,False
5040,27.9,27.9,16.9,55.8,0,23.8,16.6,1011.3,0.0,3.0,8,False
4863,27.0,26.9,15.9,53.5,0,22.0,11.2,1012.6,0.0,3.3,8,False
4958,28.1,28.4,17.3,55.4,0,15.8,14.8,1012.9,0.0,2.5,8,False
4715,28.8,29.0,17.8,55.1,0,17.3,13.0,1012.1,9.0,2.8,8,False
4523,27.6,27.9,17.9,58.1,0,15.5,16.6,1010.5,20.0,3.1,7,False
4511,25.4,25.6,16.7,59.5,100,55.4,37.1,1011.9,56.6,3.0,6,True
4022,21.9,21.9,17.6,77.2,100,25.6,14.8,1015.7,73.5,2.8,7,True
4095,24.3,24.0,14.7,60.3,0,18.0,14.8,1015.5,16.2,5.6,7,False
4078,23.7,23.5,14.1,58.8,0,15.5,11.2,1015.4,0.0,3.9,8,False
4067,24.0,23.8,14.7,59.2,0,10.4,11.2,1015.8,1.3,3.9,7,False
3812,23.8,23.6,14.5,59.7,0,12.6,7.6,1016.3,2.4,2.5,7,False
3570,24.2,24.1,15.2,59.8,0,17.6,11.2,1016.7,19.7,2.4,7,False
3979,24.6,24.4,14.8,58.3,0,14.4,11.4,1015.0,1.1,5.2,7,False
3480,24.5,24.2,14.3,56.3,0,10.4,11.2,1014.4,0.0,3.0,7,False
4006,24.1,24.0,14.7,57.9,0,18.0,13.0,1015.1,0.0,2.5,7,False
4028,24.2,23.9,13.5,54.5,0,16.6,10.6,1014.8,0.0,2.7,7,False
4038,23.7,23.4,12.3,52.1,0,14.4,11.2,1014.1,1.8,2.5,7,False
3817,24.1,23.8,12.5,52.2,0,13.0,7.6,1014.3,39.1,2.5,6,False
3656,24.6,24.2,12.8,52.2,0,12.6,9.4,1014.2,20.5,4.1,7,False
4048,25.1,25.0,15.4,58.3,0,13.3,9.4,1014.9,5.0,2.2,7,False
4124,24.9,25.0,17.5,67.1,0,15.8,9.4,1016.4,11.2,2.0,7,False
4186,24.2,24.2,16.3,64.4,0,16.2,7.6,1016.9,9.0,1.9,7,False
4153,23.5,23.8,17.7,71.8,0,12.2,7.6,1015.2,0.3,1.3,7,False
4140,22.8,22.8,17.1,72.2,0,16.2,7.6,1012.8,0.3,1.3,7,False
3903,22.7,23.0,17.9,75.8,0,15.8,7.6,1013.1,8.7,1.3,7,False
3819,23.3,23.3,16.5,70.7,0,13.7,9.4,1014.7,6.1,1.2,7,False
4026,22.6,22.5,14.6,64.8,0,11.2,7.6,1016.2,0.3,1.4,7,False
4002,23.3,23.1,15.0,63.5,0,11.9,7.6,1015.3,2.6,1.5,7,False
4047,23.5,23.4,16.0,66.0,0,20.5,7.6,1014.3,8.0,1.3,7,False
4031,23.8,23.7,15.1,62.7,0,19.8,11.2,1014.2,8.6,3.3,7,False
4097,20.3,20.3,17.5,84.4,100,37.1,13.0,1016.7,88.5,1.8,6,True
3572,19.8,19.8,15.0,76.0,0,17.3,13.0,1018.2,15.5,2.0,6,False
3025,19.8,19.8,14.1,72.6,0,18.4,13.0,1018.5,0.0,2.4,7,False
2872,19.6,19.7,14.2,74.3,0,11.5,7.6,1018.4,17.2,1.3,7,False
3205,19.9,19.9,12.6,66.1,0,11.2,7.6,1017.9,56.9,3.3,5,False
3554,19.1,19.1,12.9,70.1,0,11.5,9.4,1017.7,24.9,1.4,7,False
3536,19.1,19.1,14.3,76.1,0,11.2,9.4,1018.5,0.1,1.1,6,False
3808,20.1,20.1,14.4,73.1,0,9.7,5.4,1018.2,12.3,1.5,6,False
3558,20.6,20.6,14.1,68.8,0,8.3,9.4,1016.5,22.6,1.4,6,False
3465,19.9,19.9,13.3,68.0,0,11.9,11.2,1017.3,13.7,1.7,6,False
3504,19.5,19.5,13.2,70.4,0,11.9,9.4,1017.6,0.0,2.8,6,False
3548,18.8,18.8,13.0,70.8,0,24.5,13.7,1016.7,0.0,1.6,6,False
3724,17.8,17.8,11.1,67.7,0,21.6,11.2,1014.8,0.0,1.3,6,False
3656,18.6,18.6,11.0,65.7,0,12.2,9.4,1014.3,0.0,2.4,6,False
3911,18.3,18.3,12.0,70.0,0,12.2,7.6,1016.3,8.6,1.3,6,False
3698,18.1,18.1,12.0,69.7,0,7.6,8.2,1017.7,22.7,1.4,6,False
3825,19.4,19.4,12.5,67.1,0,13.3,11.2,1018.2,60.4,1.4,5,False
3859,18.5,18.5,13.6,75.0,100,29.2,18.4,1015.8,86.8,1.2,4,True
3749,17.7,17.7,15.4,86.9,100,30.2,9.4,1015.6,69.2,1.6,6,True
3829,18.5,18.5,14.9,81.0,0,11.9,9.4,1015.7,30.4,1.2,6,False
3784,19.1,19.1,15.8,82.5,0,14.4,13.0,1016.6,44.1,1.1,6,True
3978,19.6,19.6,15.9,80.7,0,13.3,7.6,1017.1,38.9,2.0,6,False
3658,17.9,17.9,14.8,83.5,0,10.8,8.0,1017.8,2.7,1.0,6,False
3793,18.4,18.4,13.2,75.1,0,8.6,9.4,1018.0,35.9,1.4,6,False
3769,19.7,19.7,12.9,67.4,100,11.2,11.2,1017.0,53.4,3.4,5,True
3824,17.9,17.9,11.6,69.4,0,18.0,13.0,1016.2,12.5,1.9,6,False
3837,16.9,16.9,11.4,72.6,0,13.3,7.6,1016.8,0.0,1.8,6,False
3816,16.7,16.7,12.0,75.4,0,13.7,7.8,1016.2,0.0,1.6,6,False
4032,17.4,17.4,11.1,69.7,0,17.3,11.2,1015.7,0.0,1.6,6,False
3826,16.9,16.9,10.5,69.4,0,18.0,13.0,1016.5,2.4,1.8,6,False
3885,15.6,15.6,9.2,68.6,0,27.0,18.4,1015.0,5.0,1.9,6,False
3890,15.5,15.5,7.4,65.0,0,10.4,9.4,1015.7,0.0,3.6,6,False
3950,15.9,15.8,10.1,72.2,0,11.9,9.4,1014.6,0.0,1.9,6,False
4061,16.3,16.3,9.6,69.6,0,13.3,9.4,1016.4,1.9,1.7,6,False
3740,15.4,15.3,7.9,65.4,0,17.6,16.6,1017.6,32.3,1.8,6,False
3992,15.4,15.4,7.4,63.2,0,11.5,10.1,1018.6,28.9,2.8,6,False
4003,16.3,16.3,4.3,50.6,0,13.3,9.4,1017.2,26.5,7.6,6,False
4097,15.8,15.8,8.0,64.3,0,22.3,11.2,1018.3,0.0,2.0,6,False
4096,14.6,14.5,8.9,71.5,0,27.0,18.4,1020.1,0.0,1.9,6,False
4154,14.5,14.4,7.0,64.9,0,29.2,18.4,1020.2,6.1,2.0,6,False
4338,14.2,14.2,8.0,68.6,0,19.8,13.0,1019.8,35.1,2.1,6,False
4287,14.3,14.3,9.3,75.2,0,16.6,11.2,1017.9,33.3,1.5,6,False
4570,14.3,14.3,9.7,76.1,0,10.8,13.0,1017.7,15.7,0.9,6,False
4253,16.3,16.3,10.6,72.6,0,25.2,11.2,1019.4,36.8,2.2,6,False
4253,16.0,16.0,11.5,77.6,0,13.3,9.4,1021.3,12.8,1.0,6,False
4358,14.8,14.8,11.3,81.7,0,17.6,11.2,1019.7,27.6,0.9,6,False
4382,14.1,14.1,10.7,83.8,0,10.4,9.4,1019.1,34.4,1.7,6,False
4500,13.0,13.0,11.6,91.9,0,11.2,9.4,1020.5,59.6,0.5,6,False
4515,12.8,12.7,11.3,91.1,0,12.2,9.4,1019.4,52.3,0.5,6,False
4813,13.8,13.8,12.8,93.9,0,7.9,9.4,1020.0,56.7,0.5,6,False
4441,14.6,14.6,12.9,90.0,0,6.5,9.4,1018.7,39.7,0.9,5,False
4600,13.3,13.3,11.1,87.0,0,5.8,9.4,1018.8,39.2,1.0,6,False
5062,12.1,12.1,9.0,81.7,0,10.1,11.2,1018.7,1.7,1.4,6,False
4881,11.2,11.0,8.0,82.2,0,7.6,11.2,1018.1,0.0,1.1,6,False
5250,10.8,10.6,8.7,87.8,0,7.6,11.2,1017.9,16.7,1.0,6,False
5159,10.1,9.7,9.0,92.7,0,8.6,13.0,1018.3,66.7,1.0,6,False
5413,12.0,12.0,10.8,92.9,0,9.0,11.2,1018.2,41.7,0.7,6,False
5100,12.1,12.1,9.5,84.9,0,10.8,11.2,1019.7,4.6,1.2,6,False
5087,11.6,11.5,8.3,81.2,0,7.2,7.6,1020.4,20.6,1.5,6,False
5256,10.9,10.8,9.0,88.1,0,5.8,7.6,1020.3,8.8,1.0,6,False
5372,10.9,10.6,9.4,90.8,0,20.9,13.0,1020.3,51.1,0.9,6,False
5526,9.7,8.7,7.6,87.4,0,30.2,14.8,1018.9,0.0,1.4,6,False
5370,10.6,10.0,7.7,83.4,0,24.5,11.2,1019.2,12.5,1.2,6,False
5665,10.2,9.7,7.1,83.5,0,23.8,9.4,1018.2,34.1,1.0,6,False
5316,10.9,10.9,8.6,86.7,0,10.1,7.6,1017.3,46.7,0.8,5,False
5442,10.8,10.7,8.2,85.6,0,11.9,9.4,1017.4,54.5,0.5,6,False
5454,10.4,9.9,6.7,80.7,0,10.8,9.4,1016.9,42.9,1.2,6,False
5376,10.2,9.5,8.1,88.4,0,14.4,14.8,1015.0,34.6,0.8,6,False
5523,10.8,10.4,7.5,82.6,0,16.6,10.1,1015.0,24.6,1.1,6,False
5414,10.6,10.3,8.2,86.7,0,10.1,9.4,1017.1,54.6,0.7,6,False
5769,10.0,9.6,8.2,89.6,0,10.8,11.2,1018.8,66.7,0.7,6,False
5282,11.5,11.3,8.3,82.3,0,9.4,8.2,1019.2,50.8,1.1,6,False
5430,9.3,8.4,7.6,90.1,0,20.5,14.2,1018.5,47.4,0.9,6,False
5746,10.5,10.2,7.3,82.7,0,16.6,9.4,1019.5,52.6,1.0,6,False
5391,11.9,11.6,9.2,84.9,0,10.1,11.2,1018.4,70.5,0.8,6,False
5640,11.5,11.3,9.0,85.8,0,8.6,11.2,1018.5,58.1,0.8,6,False
5520,10.9,10.6,8.6,87.1,0,7.6,9.4,1020.6,60.7,0.7,6,False
4847,12.4,12.4,7.5,76.3,0,9.7,9.4,1021.4,32.8,0.9,7,False
4968,14.0,14.0,6.7,68.3,0,23.8,15.2,1019.5,9.9,1.8,6,False
5020,13.3,13.3,9.3,78.0,0,24.1,14.8,1018.1,47.3,1.3,4,False
5122,14.1,13.9,11.1,84.1,0,24.5,11.2,1018.0,20.8,1.2,6,False
5176,12.7,12.7,11.4,92.2,0,8.6,9.4,1017.2,67.0,0.5,7,False
5296,12.8,12.8,12.1,96.2,100,19.4,14.8,1016.0,95.3,0.5,5,True
4993,15.2,15.2,14.2,94.1,100,48.2,22.3,1016.1,75.7,1.7,5,True
5338,12.9,12.9,11.9,94.1,0,37.4,14.8,1019.5,65.8,0.9,7,False
4893,13.9,13.7,8.6,74.5,0,39.2,9.4,1018.1,77.7,1.7,6,False
4861,16.1,16.1,13.9,87.1,100,29.2,13.0,1016.7,87.5,1.5,5,True
4803,16.1,16.1,13.1,83.7,0,31.3,13.0,1017.8,56.7,1.9,7,True
4793,13.5,13.3,7.9,72.9,0,23.4,14.8,1019.8,31.0,2.0,7,False
4764,13.5,13.5,6.9,67.7,0,40.3,18.4,1020.6,32.1,2.8,7,False
4701,14.3,13.9,7.0,66.3,0,52.9,22.3,1018.7,18.9,2.9,7,False
4840,15.0,14.8,5.6,57.8,0,29.5,11.9,1019.1,0.0,3.5,7,False
4573,14.9,14.9,8.5,69.6,0,7.2,9.4,1021.4,0.0,1.8,7,False
4521,15.2,15.1,9.6,73.7,0,8.3,9.4,1020.8,16.7,1.5,7,False
4497,15.6,15.6,11.5,79.1,0,9.7,11.2,1019.9,36.1,1.3,7,False
4465,15.9,15.9,12.1,80.5,0,9.0,11.9,1019.0,65.4,1.1,6,False
